Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q4 41974,Willie  Vega,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q3 41476,Robert  Munoz,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41972,Rachel  Gomez,MidWest,Sunbell,0,1,12.42,25.00,25.00,12.58
Q2 41413,Rachel  Gomez,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41952,Isabel  Cross,East,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41951,Ernest  Davis,West,Quad,0,1,27.00,34.00,34.00,7.00
Q3 41474,Drew  Rogers,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q1 41314,Jaime  Pearson,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41992,Andrew  Meyer,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41624,Jenny  Garcia,MidWest,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 41958,Cassandra  Franklin,MidWest,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q4 41592,Guillermo  Potter,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41997,Brooke  Horton,MidWest,Crested Beaut,0.02,3,16.00,25.00,73.50,25.50
Q4 41593,Brooke  Horton,MidWest,Doublers,0.02,2,64.32,79.95,156.70,28.06
Q4 41622,Isabel  Cross,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41950,Ellen  Weaver,South,Majectic Beaut,0.03,1,13.00,30.00,29.10,16.10
Q4 41635,Jenny  Garcia,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41978,Salvador  Bass,West,Majectic Beaut,0.03,2,13.00,30.00,58.20,32.20
Q4 41990,Della  Jensen,East,Quad,0.02,3,27.00,34.00,100.47,19.47
Q4 41998,Brooke  Horton,MidWest,Quad,0.01,3,27.00,34.00,100.98,19.98
Q3 41533,Colleen  Warren,West,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41944,Sylvester  Morales,West,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q3 41543,Donna  Reid,West,V-Rang,0,1,10.23,19.00,19.00,8.77
Q4 41598,Don  Gonzales,South,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41638,Donna  Reid,West,Majectic Beaut,0,4,13.00,30.00,120.00,68.00
Q4 41958,Kyle  Carr,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41994,Della  Jensen,East,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q4 41590,Patty  Thompson,West,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41970,Brooke  Horton,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41994,Peter  Hodges,MidWest,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41996,Trevor  Jones,West,Carlota,0.02,1,10.25,22.95,22.49,12.24
Q4 41970,Max  Rodgers,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41604,Shari  Silva,South,Aspen,0,1,12.00,21.00,21.00,9.00
Q1 41671,Tiffany  May,West,Sunset,0.02,3,13.50,23.50,69.09,28.59
Q4 41614,Drew  Rogers,MidWest,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41620,Shari  Silva,South,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q4 41597,Edwin  Malone,East,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41614,Drew  Rogers,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41989,Robert  Munoz,MidWest,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q3 41891,Guillermo  Potter,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q4 41583,Isabel  Cross,East,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41949,Isabel  Cross,East,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41613,Willie  Vega,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41597,Tiffany  May,West,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q4 41599,Nellie  Joseph,East,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41595,Iris  Underwood,West,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41625,Fernando  Rowe,West,Majectic Beaut,0.03,3,13.00,30.00,87.75,48.75
Q4 41962,Ben  Perez,West,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 42002,Ivan  Adkins,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41954,Sylvester  Morales,West,Sunbell,0.02,4,12.42,25.00,98.50,48.82
Q4 42001,Shari  Silva,South,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q3 41463,Elaine  Ellis,South,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41580,Shari  Silva,South,Aspen,0.03,2,12.00,21.00,40.74,16.74
Q4 41601,Brooke  Horton,MidWest,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q4 41994,Trevor  Jones,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41973,Eddie  Green,East,Majectic Beaut,0.02,1,13.00,30.00,29.55,16.55
Q4 41976,Lee  Mack,MidWest,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q1 41312,Jaime  Pearson,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q4 41978,Ellen  Weaver,South,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q1 41679,Lance  Yates,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q4 41613,Fernando  Rowe,West,Doublers,0.01,2,64.32,79.95,158.30,29.66
Q4 41977,Salvador  Bass,West,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41948,Beth  Tucker,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41611,Cassandra  Franklin,MidWest,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41949,Brooke  Horton,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41994,Beth  Tucker,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41623,Christina  Fuller,West,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q4 41972,Felicia  Jennings,West,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q4 41549,Robert  Munoz,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41636,Christina  Fuller,West,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q1 41333,Jaime  Pearson,MidWest,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41944,Isabel  Cross,East,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41948,Bethany  Pena,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q3 41501,Andrew  Meyer,West,Crested Beaut,0.01,1,16.00,25.00,24.75,8.75
Q3 41523,Felicia  Jennings,West,Crested Beaut,0.02,2,16.00,25.00,49.00,17.00
Q4 41987,Rachel  Gomez,MidWest,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q4 41941,Eddie  Green,East,Sunset,0,1,13.50,23.50,23.50,10.00
Q2 41393,Woodrow  Colon,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41981,Shari  Silva,South,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q4 41960,Cassandra  Franklin,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41607,Cassandra  Franklin,MidWest,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q3 41878,Salvador  Bass,West,V-Rang,0.02,2,10.23,19.00,37.43,16.97
Q4 41579,Eric  Rose,West,Bellen,0.02,1,11.37,22.95,22.49,11.12
Q4 41607,Robert  Munoz,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41978,Rachel  Gomez,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41994,Ben  Perez,West,Quad,0.03,1,27.00,34.00,32.98,5.98
Q4 41621,Blake  Bridges,South,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q4 41984,Jaime  Pearson,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q3 41842,Max  Rodgers,West,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q3 41908,Joey  Wong,West,Sunshine,0.02,1,10.24,19.95,19.65,9.41
Q4 41584,Elaine  Ellis,South,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41977,Shari  Silva,South,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q1 41689,Austin  Reynolds,East,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41631,Brooke  Horton,MidWest,Sunset,0,1,13.50,23.50,23.50,10.00
Q4 42003,Allan  Ramos,MidWest,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41985,Felicia  Jennings,West,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41621,Charlie  Wood,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 42000,Jenny  Garcia,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41981,Ellen  Weaver,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q3 41908,Cindy  Becker,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41960,Isabel  Cross,East,Carlota,0.02,1,10.25,22.95,22.49,12.24
Q4 41995,Allan  Ramos,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q3 41470,Paulette  Spencer,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41606,Felicia  Jennings,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41944,Johanna  Boone,South,Aspen,0.01,4,12.00,21.00,83.16,35.16
Q3 41900,Ellen  Weaver,South,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41630,Charlie  Wood,MidWest,Aspen,0.02,3,12.00,21.00,62.06,26.06
Q4 41566,Isabel  Cross,East,Doublers,0,3,64.32,79.95,239.85,46.89
Q2 41817,Robert  Munoz,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41998,Salvador  Bass,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41968,Cecilia  Manning,South,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q4 41587,Lance  Yates,MidWest,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q3 41908,Cecilia  Manning,South,Quad,0,4,27.00,34.00,136.00,28.00
Q4 42000,Jaime  Pearson,MidWest,Bellen,0.03,4,11.37,22.95,89.51,44.03
Q4 41604,Billie  Chandler,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q1 41667,Jenny  Garcia,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41970,Drew  Rogers,MidWest,Crested Beaut,0.02,1,16.00,25.00,24.63,8.63
Q4 41633,Isabel  Cross,East,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41980,Donna  Reid,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41918,Sonya  Mullins,East,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41606,Elaine  Ellis,South,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41629,Isabel  Cross,East,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41593,Allan  Ramos,MidWest,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q1 41291,Max  Rodgers,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41593,Eddie  Green,East,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41937,Rachel  Gomez,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41588,Sylvester  Morales,West,Bellen,0,4,11.37,22.95,91.80,46.32
Q2 41774,Cassandra  Franklin,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41960,Ivan  Adkins,West,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 42000,Bobbie  Ryan,East,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41616,Cassandra  Franklin,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41634,Billie  Chandler,MidWest,Majectic Beaut,0,4,13.00,30.00,120.00,68.00
Q2 41422,Pauline  Beck,West,FlatTop,0.02,1,17.20,27.50,26.95,9.75
Q1 41651,Drew  Rogers,MidWest,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q4 41588,Bobbie  Ryan,East,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q1 41340,Iris  Underwood,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41969,Eddie  Green,East,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 42002,Max  Rodgers,West,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q3 41889,Jenny  Garcia,MidWest,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41595,Lance  Yates,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41997,Pauline  Beck,West,Sunshine,0.03,3,10.24,19.95,58.35,27.63
Q4 41997,Brooke  Horton,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41818,Tiffany  May,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41606,Edwin  Malone,East,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41610,Mable  Lindsey,West,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41603,Salvador  Bass,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q3 41884,Cindy  Becker,South,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41962,Ernest  Davis,West,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41949,Brooke  Horton,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41619,Brooke  Horton,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41951,Drew  Rogers,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41627,Sandra  Floyd,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q3 41855,Tiffany  May,West,Majectic Beaut,0.02,1,13.00,30.00,29.40,16.40
Q4 41984,Bethany  Pena,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41618,Robert  Munoz,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q3 41894,Drew  Rogers,MidWest,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q4 42003,Max  Rodgers,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41980,Elvira  Bowman,MidWest,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41592,Iris  Underwood,West,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q4 41627,Drew  Rogers,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41625,Shari  Silva,South,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41993,Paulette  Spencer,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41959,Max  Rodgers,West,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41608,Rachel  Gomez,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q3 41893,Max  Rodgers,West,FlatTop,0,2,17.20,27.50,55.00,20.60
Q4 41983,Robert  Munoz,MidWest,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41981,Cecilia  Manning,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41557,Donna  Reid,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41756,Arturo  Francis,East,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41629,Bobbie  Ryan,East,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q4 41617,Johanna  Boone,South,Quad,0.03,2,27.00,34.00,66.30,12.30
Q2 41786,Tracy  Reed,MidWest,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q3 41885,Salvador  Bass,West,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q1 41722,Elbert  Klein,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q1 41661,Eddie  Green,East,Sunset,0,1,13.50,23.50,23.50,10.00
Q3 41901,Ben  Perez,West,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41617,Pauline  Beck,West,FlatTop,0,2,17.20,27.50,55.00,20.60
Q2 41384,Fernando  Rowe,West,Aspen,0.03,1,12.00,21.00,20.37,8.37
Q1 41362,Lorraine  Gibson,East,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41980,Lee  Mack,MidWest,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q4 41955,Elbert  Klein,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41636,Herman  Williams,East,Majectic Beaut,0.03,2,13.00,30.00,58.20,32.20
Q4 42003,Mable  Lindsey,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41566,Sonya  Mullins,East,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41636,Robert  Munoz,MidWest,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41610,Elaine  Ellis,South,Sunshine,0.03,4,10.24,19.95,77.81,36.85
Q4 41998,Brooke  Horton,MidWest,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q2 41380,Joey  Wong,West,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q3 41460,Blake  Bridges,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41979,Max  Rodgers,West,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41914,Isabel  Cross,East,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41591,Johanna  Boone,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41985,Colleen  Warren,West,Quad,0.02,3,27.00,34.00,100.47,19.47
Q4 41956,Max  Rodgers,West,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q4 41948,Sylvester  Morales,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41598,Edwin  Malone,East,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41592,Arturo  Francis,East,Sunshine,0,4,10.24,19.95,79.80,38.84
Q4 41998,Billie  Chandler,MidWest,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 42001,Cecilia  Manning,South,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q4 41966,Andrew  Meyer,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q3 41493,Herman  Williams,East,V-Rang,0.02,2,10.23,19.00,37.43,16.97
Q4 41969,Brooke  Horton,MidWest,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q4 41583,Mable  Lindsey,West,FlatTop,0,3,17.20,27.50,82.50,30.90
Q4 41632,Robert  Munoz,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41998,Edwin  Malone,East,Quad,0.03,3,27.00,34.00,98.94,17.94
Q3 41845,Robert  Munoz,MidWest,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41579,Shari  Silva,South,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41629,Elbert  Klein,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41579,Cassandra  Franklin,MidWest,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q3 41863,Guillermo  Potter,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41585,Dan  Peterson,MidWest,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41619,Trevor  Jones,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q2 41782,Mable  Lindsey,West,Aspen,0.03,3,12.00,21.00,61.43,25.43
Q4 41991,Elbert  Klein,South,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41608,Rachel  Gomez,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41957,Edwin  Malone,East,Sunset,0.02,4,13.50,23.50,92.12,38.12
Q4 41600,Ruben  Nunez,West,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q1 41351,Robert  Munoz,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41623,Edwin  Malone,East,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41997,Cassandra  Franklin,MidWest,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q3 41863,Eddie  Green,East,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41618,Brooke  Horton,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41978,Elaine  Ellis,South,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41589,Beth  Tucker,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41952,Isabel  Cross,East,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 42003,Sandra  Floyd,MidWest,V-Rang,0.03,2,10.23,19.00,36.86,16.40
Q4 41599,Felicia  Jennings,West,Majectic Beaut,0.01,1,13.00,30.00,29.70,16.70
Q4 41625,Cecilia  Manning,South,Aspen,0.03,3,12.00,21.00,61.43,25.43
Q1 41358,Isabel  Cross,East,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41627,Christy  Olson,West,Aspen,0.03,1,12.00,21.00,20.37,8.37
Q3 41906,Marion  Glover,East,Quad,0.02,2,27.00,34.00,66.98,12.98
Q2 41416,Jaime  Pearson,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41989,Andrew  Meyer,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41595,Felicia  Jennings,West,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41966,Rachel  Gomez,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41999,Rachel  Gomez,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41958,Robert  Munoz,MidWest,Sunshine,0.02,2,10.24,19.95,39.10,18.62
Q4 41593,Cecilia  Manning,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41395,Robert  Munoz,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41632,Johanna  Boone,South,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41987,Fernando  Rowe,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41941,Drew  Rogers,MidWest,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41626,Kyle  Carr,MidWest,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41996,Cassandra  Franklin,MidWest,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 41612,Robert  Munoz,MidWest,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41615,Brooke  Horton,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41406,Ellen  Weaver,South,V-Rang,0.01,1,10.23,19.00,18.81,8.58
Q4 41596,Sylvester  Morales,West,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41964,Cassandra  Franklin,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41585,Max  Rodgers,West,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q3 41829,Colleen  Warren,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41972,Kyle  Carr,MidWest,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q2 41776,Lorraine  Gibson,East,Majectic Beaut,0.03,1,13.00,30.00,29.25,16.25
Q4 41968,Peter  Hodges,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41637,Peter  Hodges,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q3 41487,Tracy  Reed,MidWest,Quad,0.02,3,27.00,34.00,99.96,18.96
Q3 41518,Lorraine  Gibson,East,Quad,0.03,4,27.00,34.00,131.92,23.92
Q4 41965,Drew  Rogers,MidWest,Doublers,0.03,1,64.32,79.95,77.95,13.63
Q4 41549,Shari  Silva,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41428,Patty  Thompson,West,Quad,0.03,1,27.00,34.00,33.15,6.15
Q3 41887,Cassandra  Franklin,MidWest,FlatTop,0.01,3,17.20,27.50,81.68,30.08
Q4 41964,Shari  Silva,South,Sunbell,0.02,1,12.42,25.00,24.63,12.21
Q2 41408,Cecilia  Manning,South,Majectic Beaut,0.03,1,13.00,30.00,29.10,16.10
Q4 41604,Della  Jensen,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41586,Donna  Reid,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q3 41856,Eric  Rose,West,Crested Beaut,0.03,2,16.00,25.00,48.50,16.50
Q4 41600,Shari  Silva,South,Sunshine,0.01,4,10.24,19.95,79.00,38.04
Q4 41619,Trevor  Jones,West,Quad,0.02,2,27.00,34.00,66.64,12.64
Q3 41529,Sonya  Mullins,East,Majectic Beaut,0.01,1,13.00,30.00,29.70,16.70
Q4 41596,Elaine  Ellis,South,Sunbell,0,1,12.42,25.00,25.00,12.58
Q3 41874,Mable  Lindsey,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41981,Elvira  Bowman,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q1 41317,Trevor  Jones,West,V-Rang,0.02,1,10.23,19.00,18.72,8.49
Q4 41978,Max  Rodgers,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41579,Shari  Silva,South,Majectic Beaut,0.01,1,13.00,30.00,29.70,16.70
Q4 41604,Elbert  Klein,South,Quad,0.02,4,27.00,34.00,133.96,25.96
Q4 41603,Lee  Mack,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41948,Ruben  Nunez,West,Quad,0.02,2,27.00,34.00,66.64,12.64
Q3 41879,Bernadette  Page,MidWest,Quad,0.02,3,27.00,34.00,99.96,18.96
Q4 41622,Lula  Daniels,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q2 41754,Sonya  Mullins,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41337,Elvira  Bowman,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41594,Fernando  Rowe,West,Sunshine,0.03,4,10.24,19.95,77.41,36.45
Q4 41970,Salvador  Bass,West,V-Rang,0.02,3,10.23,19.00,55.86,25.17
Q4 41966,Cindy  Becker,South,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41608,Tracy  Reed,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q3 41848,Salvador  Bass,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41592,Mable  Lindsey,West,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q3 41470,Billie  Chandler,MidWest,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41631,Edwin  Malone,East,FlatTop,0,3,17.20,27.50,82.50,30.90
Q4 41998,Guillermo  Potter,MidWest,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 41607,Herman  Williams,East,Sunbell,0.03,4,12.42,25.00,97.50,47.82
Q4 41605,Ernest  Davis,West,Quad,0,4,27.00,34.00,136.00,28.00
Q4 42002,Arturo  Francis,East,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41629,Trevor  Jones,West,Sunset,0.02,4,13.50,23.50,92.59,38.59
Q3 41479,Lula  Daniels,MidWest,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41976,Marian  Hill,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41957,Ben  Perez,West,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41975,Eddie  Green,East,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q2 41406,Edwin  Malone,East,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41968,Mable  Lindsey,West,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q2 41406,Christy  Olson,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q1 41720,Isabel  Cross,East,Sunshine,0.03,1,10.24,19.95,19.45,9.21
